"order_id";"order_date";"product_id";"order_item_name";"total_sales";"order_item_type";"product_qty";"product_net_revenue";"customer_id";"first_name";"last_name";"email";"city";"state"
"1172";"2025-05-10 07:19:43";"762";"Baju Kaos Roblox anak Laki-laki cowok";"6";"line_item";"1";"29300";"84";"Jaqcuelin";"Klaff";"jklaff6@phpbb.com";"Pontianak";"KB"
"1171";"2025-05-10 07:18:16";"899";"Sora Plaid Blazer Lengan Panjang / Blazer Casual Wanita";"5";"line_item";"1";"240000";"86";"Alixx";"Billet";"abillett5@newsvine.com";"Pontianak";"KB"
"1171";"2025-05-10 07:18:16";"1020";"This Is April Atasan Kemeja Lengan Panjang";"8";"line_item";"1";"329000";"86";"Alixx";"Billet";"abillett5@newsvine.com";"Pontianak";"KB"
"1170";"2025-05-10 07:17:02";"1019";"AMOENE [MADE] Long Strap Dress Navy";"8";"line_item";"1";"550000";"82";"Jacquelynn";"Propper";"jpropper4@wunderground.com";"Pontianak";"KB"
"1169";"2025-05-10 07:15:40";"971";"Celana import polos pinggang tali serut pinkdose";"2";"line_item";"1";"65000";"81";"Jasmine";"Abrahamson";"jabrahamson3@ehow.com";"Pontianak";"KB"
"1169";"2025-05-10 07:15:40";"899";"Sora Plaid Blazer Lengan Panjang / Blazer Casual Wanita";"5";"line_item";"1";"240000";"81";"Jasmine";"Abrahamson";"jabrahamson3@ehow.com";"Pontianak";"KB"
"1169";"2025-05-10 07:15:40";"1020";"This Is April Atasan Kemeja Lengan Panjang";"8";"line_item";"1";"329000";"81";"Jasmine";"Abrahamson";"jabrahamson3@ehow.com";"Pontianak";"KB"
"1168";"2025-05-10 07:13:51";"903";"Jas Blazer Wisuda Pria Formal Polos Warna Hitam Navy";"5";"line_item";"1";"175000";"81";"Jasmine";"Abrahamson";"jabrahamson3@ehow.com";"Pontianak";"KB"
"1168";"2025-05-10 07:13:51";"721";"Jam Tangan Pria Analog";"5";"line_item";"1";"1889000";"81";"Jasmine";"Abrahamson";"jabrahamson3@ehow.com";"Pontianak";"KB"
"1167";"2025-05-10 07:12:41";"741";"Celana Cargo Pendek Anak Laki-Laki Bahan Dusky Crinkle/Parasut";"9";"line_item";"1";"84314";"80";"Muffin";"Endean";"mendean2@w3.org";"Pontianak";"KB"
"1167";"2025-05-10 07:12:41";"887";"Lozy Hijab - Polly Cotton Square";"2";"line_item";"1";"69000";"80";"Muffin";"Endean";"mendean2@w3.org";"Pontianak";"KB"
"1167";"2025-05-10 07:12:41";"812";"Midi Dress Tropical Flowers";"5";"line_item";"1";"99000";"80";"Muffin";"Endean";"mendean2@w3.org";"Pontianak";"KB"
"1167";"2025-05-10 07:12:41";"871";"Moly Bag TGIF";"3";"line_item";"1";"200000";"80";"Muffin";"Endean";"mendean2@w3.org";"Pontianak";"KB"
"1166";"2025-05-10 07:10:30";"569";"Kaos Wanita Oversize";"3";"line_item";"1";"48000";"79";"Giana";"Pesterfield";"gpesterfield1@prlog.org";"Pontianak";"KB"
"1166";"2025-05-10 07:10:30";"793";"Kebaya Encim A-Line Bordir";"5";"line_item";"1";"408500";"79";"Giana";"Pesterfield";"gpesterfield1@prlog.org";"Pontianak";"KB"
"1166";"2025-05-10 07:10:30";"812";"Midi Dress Tropical Flowers";"5";"line_item";"1";"99000";"79";"Giana";"Pesterfield";"gpesterfield1@prlog.org";"Pontianak";"KB"
"1165";"2025-05-10 06:45:01";"998";"BAGSMART Travel Toiletry Bag";"6";"line_item";"1";"350000";"78";"Dacie";"Leeman";"dleeman0@hatena.ne.jp";"Pontianak";"KB"
"1165";"2025-05-10 06:45:01";"786";"Geoff Kids - Ethan Kids Black Gum";"2";"line_item";"1";"325000";"78";"Dacie";"Leeman";"dleeman0@hatena.ne.jp";"Pontianak";"KB"
"1165";"2025-05-10 06:45:01";"850";"Kahla Gamis Premium Dress Wanita - Teman Serumpun - Edisi Kamboja";"1";"line_item";"1";"304000";"78";"Dacie";"Leeman";"dleeman0@hatena.ne.jp";"Pontianak";"KB"
"1164";"2025-05-10 06:43:32";"942";"Sepatu wanita sneakers";"4";"line_item";"1";"139000";"77";"Catarina";"Kingsnod";"ckingsnod2r@cnet.com";"Pontianak";"KB"
"1164";"2025-05-10 06:43:32";"316";"Modern";\0;"line_item";"1";"19";"77";"Catarina";"Kingsnod";"ckingsnod2r@cnet.com";"Pontianak";"KB"
"1164";"2025-05-10 06:43:32";"871";"Moly Bag TGIF";"3";"line_item";"1";"200000";"77";"Catarina";"Kingsnod";"ckingsnod2r@cnet.com";"Pontianak";"KB"
"1163";"2025-05-10 06:40:57";"998";"BAGSMART Travel Toiletry Bag";"6";"line_item";"1";"350000";"77";"Catarina";"Kingsnod";"ckingsnod2r@cnet.com";"Pontianak";"KB"
"1163";"2025-05-10 06:40:57";"867";"HEELSADDICT Mini Amber Laser Cut Sling Bag";"5";"line_item";"1";"93400";"77";"Catarina";"Kingsnod";"ckingsnod2r@cnet.com";"Pontianak";"KB"
"1163";"2025-05-10 06:40:57";"590";"Jaket Jeans Wanita";"3";"line_item";"1";"129000";"77";"Catarina";"Kingsnod";"ckingsnod2r@cnet.com";"Pontianak";"KB"
"1162";"2025-05-10 06:38:55";"895";"Setelan Jas Dan Celana Pria Formal";"3";"line_item";"1";"276000";"103";"Simone";"Stormes";"sstormes1b@linkedin.com";"Medan";"SU"
"1161";"2025-05-10 06:36:48";"879";"Arabian Voile (Hijab Voal) | MINIMSLM";"4";"line_item";"1";"119000";"76";"Clarey";"Badwick";"cbadwick2q@ox.ac.uk";"Pontianak";"KB"
"1161";"2025-05-10 06:36:48";"805";"Tunik Aruna-Seri Ice";"3";"line_item";"1";"194500";"76";"Clarey";"Badwick";"cbadwick2q@ox.ac.uk";"Pontianak";"KB"
"1161";"2025-05-10 06:36:48";"883";"Voal Motif Printing Sublim Segiempat Premium";"3";"line_item";"1";"31000";"76";"Clarey";"Badwick";"cbadwick2q@ox.ac.uk";"Pontianak";"KB"
"1161";"2025-05-10 06:36:48";"702";"Structured Ball Cap Cream";"3";"line_item";"1";"1150000";"76";"Clarey";"Badwick";"cbadwick2q@ox.ac.uk";"Pontianak";"KB"
"1160";"2025-05-10 06:36:37";"1002";"This Is April Rok Midi Crochet Wanita";"7";"line_item";"1";"379000";"102";"Thekla";"Sherrock";"tsherrock1a@friendfeed.com";"Medan";"SU"
"1159";"2025-05-10 06:35:39";"899";"Sora Plaid Blazer Lengan Panjang / Blazer Casual Wanita";"5";"line_item";"1";"240000";"75";"Zelda";"Attarge";"zattarge2p@hostgator.com";"Pontianak";"KB"
"1159";"2025-05-10 06:35:39";"1020";"This Is April Atasan Kemeja Lengan Panjang";"8";"line_item";"1";"329000";"75";"Zelda";"Attarge";"zattarge2p@hostgator.com";"Pontianak";"KB"
"1159";"2025-05-10 06:35:39";"1002";"This Is April Rok Midi Crochet Wanita";"7";"line_item";"1";"379000";"75";"Zelda";"Attarge";"zattarge2p@hostgator.com";"Pontianak";"KB"
"1158";"2025-05-10 06:34:46";"825";"Dress Bunny Anak";"3";"line_item";"1";"46652";"74";"Bethina";"Muston";"bmuston2o@altervista.org";"Pontianak";"KB"
"1158";"2025-05-10 06:34:46";"1064";"DUSHI Jonah flat - Sandal wanita teplek";"25";"line_item";"1";"75325";"74";"Bethina";"Muston";"bmuston2o@altervista.org";"Pontianak";"KB"
"1158";"2025-05-10 06:34:46";"833";"Gaun Pesta Anak Perempuan Premium Dress";"1";"line_item";"1";"225000";"74";"Bethina";"Muston";"bmuston2o@altervista.org";"Pontianak";"KB"
"1157";"2025-05-10 06:34:45";"887";"Lozy Hijab - Polly Cotton Square";"2";"line_item";"1";"69000";"101";"Clarette";"Siddaley";"csiddaley19@sitemeter.com";"Medan";"SU"
"1156";"2025-05-10 06:32:18";"750";"Tas Sekolah Tas Anak Tk Paud Cartoon Excavator";"2";"line_item";"1";"127800";"87";"Dephine";"Arntzen";"darntzen7@weibo.com";"Pontianak";"KB"
"1156";"2025-05-10 06:32:18";"797";"Sepatu Anak Laki Laki Perempuan Sneakers Kids";"2";"line_item";"1";"229000";"87";"Dephine";"Arntzen";"darntzen7@weibo.com";"Pontianak";"KB"
"1156";"2025-05-10 06:32:18";"958";"Sepatu Sneakers Wanita";"2";"line_item";"1";"116000";"87";"Dephine";"Arntzen";"darntzen7@weibo.com";"Pontianak";"KB"
"1155";"2025-05-10 06:31:48";"786";"Geoff Kids - Ethan Kids Black Gum";"2";"line_item";"1";"325000";"100";"Libbey";"Windus";"lwindus18@aboutads.info";"Magelang";"JT"
"1154";"2025-05-10 06:29:50";"481";"Jaket Puffer Polos Anak Laki laki dan Perempuan";"1";"line_item";"1";"299000";"99";"Carita";"Eastmead";"ceastmead17@ft.com";"Magelang";"JT"
"1153";"2025-05-10 06:28:58";"994";"AGE FREE Tya Bag Mini Sling Bag";"5";"line_item";"1";"179000";"84";"Jaqcuelin";"Klaff";"jklaff6@phpbb.com";"Pontianak";"KB"
"1153";"2025-05-10 06:28:58";"860";"SHOEBALI Heels 021-218";"4";"line_item";"1";"215000";"84";"Jaqcuelin";"Klaff";"jklaff6@phpbb.com";"Pontianak";"KB"
"1153";"2025-05-10 06:28:58";"797";"Sepatu Anak Laki Laki Perempuan Sneakers Kids";"2";"line_item";"1";"229000";"84";"Jaqcuelin";"Klaff";"jklaff6@phpbb.com";"Pontianak";"KB"
"1152";"2025-05-10 06:27:14";"778";"Jam Tangan Anak Original Mason 7026 Digital Strap Rubber";"3";"line_item";"1";"59999";"98";"Jacquie";"Cellier";"jcellier16@twitpic.com";"Solo";"JT"
"1149";"2025-05-10 06:23:31";"741";"Celana Cargo Pendek Anak Laki-Laki Bahan Dusky Crinkle/Parasut";"9";"line_item";"1";"84314";"97";"Clyde";"Licas";"clicas15@hostgator.com";"Jakarta";"JK"
"1148";"2025-05-10 06:21:58";"867";"HEELSADDICT Mini Amber Laser Cut Sling Bag";"5";"line_item";"1";"93400";"86";"Alixx";"Billet";"abillett5@newsvine.com";"Pontianak";"KB"
"1148";"2025-05-10 06:21:58";"829";"Dress Anak Perempuan Princess";"1";"line_item";"1";"155000";"86";"Alixx";"Billet";"abillett5@newsvine.com";"Pontianak";"KB"
"1148";"2025-05-10 06:21:58";"825";"Dress Bunny Anak";"3";"line_item";"2";"93304";"86";"Alixx";"Billet";"abillett5@newsvine.com";"Pontianak";"KB"
"1147";"2025-05-10 06:21:33";"907";"Breakside Polo Shirt Gavriel - Darkgrey Polo Shirt Pria";"8";"line_item";"1";"250000";"96";"Leupold";"Djekovic";"ldjekovic14@digg.com";"Jakarta";"JK"
"1146";"2025-05-10 06:18:40";"778";"Jam Tangan Anak Original Mason 7026 Digital Strap Rubber";"3";"line_item";"1";"59999";"82";"Jacquelynn";"Propper";"jpropper4@wunderground.com";"Pontianak";"KB"
"1146";"2025-05-10 06:18:40";"706";"Compass Velocity Black";"4";"line_item";"1";"780000";"82";"Jacquelynn";"Propper";"jpropper4@wunderground.com";"Pontianak";"KB"
"1145";"2025-05-10 06:18:13";"762";"Baju Kaos Roblox anak Laki-laki cowok";"6";"line_item";"2";"58600";"95";"Effie";"Guillain";"eguillain13@utexas.edu";"Jakarta";"JK"
"1144";"2025-05-10 06:16:13";"879";"Arabian Voile (Hijab Voal) | MINIMSLM";"4";"line_item";"1";"119000";"81";"Jasmine";"Abrahamson";"jabrahamson3@ehow.com";"Pontianak";"KB"
"1144";"2025-05-10 06:16:13";"998";"BAGSMART Travel Toiletry Bag";"6";"line_item";"1";"350000";"81";"Jasmine";"Abrahamson";"jabrahamson3@ehow.com";"Pontianak";"KB"
"1144";"2025-05-10 06:16:13";"805";"Tunik Aruna-Seri Ice";"3";"line_item";"1";"194500";"81";"Jasmine";"Abrahamson";"jabrahamson3@ehow.com";"Pontianak";"KB"
"1142";"2025-05-10 06:14:06";"821";"Baju Kemeja Hawaiian Pantai Anak Unisex";"4";"line_item";"3";"195000";"93";"Yolanda";"Ewenson";"yewenson12@yahoo.co.jp";"Yogyakarta";"YO"
"1141";"2025-05-10 06:14:01";"721";"Jam Tangan Pria Analog";"5";"line_item";"1";"1889000";"80";"Muffin";"Endean";"mendean2@w3.org";"Pontianak";"KB"
"1139";"2025-05-10 06:11:41";"929";"Jam Tangan Wanita JT 8151";"4";"line_item";"1";"115000";"79";"Giana";"Pesterfield";"gpesterfield1@prlog.org";"Pontianak";"KB"
"1139";"2025-05-10 06:11:41";"1019";"AMOENE [MADE] Long Strap Dress Navy";"8";"line_item";"1";"550000";"79";"Giana";"Pesterfield";"gpesterfield1@prlog.org";"Pontianak";"KB"
"1138";"2025-05-10 06:11:13";"812";"Midi Dress Tropical Flowers";"5";"line_item";"1";"99000";"92";"Tully";"Guiraud";"tguiraud11@dropbox.com";"Yogyakarta";"YO"
"1137";"2025-05-10 06:08:56";"911";"Workout Stretwear x Scribbles Tshirt Oversize Basic Dreamer pakaian pria dan wanita";"5";"line_item";"1";"86900";"78";"Dacie";"Leeman";"dleeman0@hatena.ne.jp";"Pontianak";"KB"
"1137";"2025-05-10 06:08:56";"447";"Vintage Casual Premium Zipper";"3";"line_item";"1";"40000";"78";"Dacie";"Leeman";"dleeman0@hatena.ne.jp";"Pontianak";"KB"
"1134";"2025-05-10 06:06:27";"867";"HEELSADDICT Mini Amber Laser Cut Sling Bag";"5";"line_item";"2";"186800";"33";"Tobiah";"Loyd";"tloyd10@sogou.com";"Yogyakarta";"YO"
"1132";"2025-05-10 06:06:21";"580";"Atasan Knit Wanita";"10";"line_item";"1";"55000";"77";"Catarina";"Kingsnod";"ckingsnod2r@cnet.com";"Pontianak";"KB"
"1132";"2025-05-10 06:06:21";"773";"Long Strap Dress";"3";"line_item";"1";"536000";"77";"Catarina";"Kingsnod";"ckingsnod2r@cnet.com";"Pontianak";"KB"
"1132";"2025-05-10 06:06:21";"1010";"Hosofshopaholic - Darel Skirt";"7";"line_item";"1";"160000";"77";"Catarina";"Kingsnod";"ckingsnod2r@cnet.com";"Pontianak";"KB"
"1129";"2025-05-10 06:04:51";"903";"Jas Blazer Wisuda Pria Formal Polos Warna Hitam Navy";"5";"line_item";"1";"175000";"76";"Clarey";"Badwick";"cbadwick2q@ox.ac.uk";"Pontianak";"KB"
"1129";"2025-05-10 06:04:51";"447";"Vintage Casual Premium Zipper";"3";"line_item";"1";"40000";"76";"Clarey";"Badwick";"cbadwick2q@ox.ac.uk";"Pontianak";"KB"
"1129";"2025-05-10 06:04:51";"911";"Workout Stretwear x Scribbles Tshirt Oversize Basic Dreamer pakaian pria dan wanita";"5";"line_item";"1";"86900";"76";"Clarey";"Badwick";"cbadwick2q@ox.ac.uk";"Pontianak";"KB"
"1126";"2025-05-10 06:03:14";"1019";"AMOENE [MADE] Long Strap Dress Navy";"8";"line_item";"1";"550000";"75";"Zelda";"Attarge";"zattarge2p@hostgator.com";"Pontianak";"KB"
"1126";"2025-05-10 06:03:14";"580";"Atasan Knit Wanita";"10";"line_item";"1";"55000";"75";"Zelda";"Attarge";"zattarge2p@hostgator.com";"Pontianak";"KB"
"1126";"2025-05-10 06:03:14";"773";"Long Strap Dress";"3";"line_item";"1";"536000";"75";"Zelda";"Attarge";"zattarge2p@hostgator.com";"Pontianak";"KB"
"1124";"2025-05-10 06:01:07";"580";"Atasan Knit Wanita";"10";"line_item";"1";"55000";"74";"Bethina";"Muston";"bmuston2o@altervista.org";"Pontianak";"KB"
"1124";"2025-05-10 06:01:07";"682";"WiZi Anti UV Sport Jacket";"2";"line_item";"1";"145000";"74";"Bethina";"Muston";"bmuston2o@altervista.org";"Pontianak";"KB"
"1122";"2025-05-10 05:59:01";"580";"Atasan Knit Wanita";"10";"line_item";"1";"55000";"58";"Elijah";"Da Costa";"edacosta2n@acquirethisname.com";"Pontianak";"KB"
"1111";"2025-05-10 04:44:00";"899";"Sora Plaid Blazer Lengan Panjang / Blazer Casual Wanita";"5";"line_item";"1";"240000";"73";"Norah";"Armfield";"narmfieldn@cyberchimps.com";"Kota Pontianak";"JB"
"1111";"2025-05-10 04:44:00";"702";"Structured Ball Cap Cream";"3";"line_item";"1";"1150000";"73";"Norah";"Armfield";"narmfieldn@cyberchimps.com";"Kota Pontianak";"JB"
"1111";"2025-05-10 04:44:00";"738";"Sweater Hoodie Pria Oldskull Misty";"2";"line_item";"1";"202000";"73";"Norah";"Armfield";"narmfieldn@cyberchimps.com";"Kota Pontianak";"JB"
"1111";"2025-05-10 04:44:00";"717";"Tas Ransel Pria";"2";"line_item";"1";"197901";"73";"Norah";"Armfield";"narmfieldn@cyberchimps.com";"Kota Pontianak";"JB"
"1110";"2025-05-10 04:42:13";"767";"Kaos anak distro bahan katun premium";"3";"line_item";"1";"79800";"72";"Maisie";"Gobolos";"mgobolosm@who.int";"Kota Pontianak";"KB"
"1110";"2025-05-10 04:42:13";"793";"Kebaya Encim A-Line Bordir";"5";"line_item";"1";"408500";"72";"Maisie";"Gobolos";"mgobolosm@who.int";"Kota Pontianak";"KB"
"1110";"2025-05-10 04:42:13";"773";"Long Strap Dress";"3";"line_item";"1";"536000";"72";"Maisie";"Gobolos";"mgobolosm@who.int";"Kota Pontianak";"KB"
"1110";"2025-05-10 04:42:13";"688";"LOOKBOUTIQUESTORE - Glyn Lace Shirt";"3";"line_item";"1";"499000";"72";"Maisie";"Gobolos";"mgobolosm@who.int";"Kota Pontianak";"KB"
"1110";"2025-05-10 04:42:13";"812";"Midi Dress Tropical Flowers";"5";"line_item";"1";"99000";"72";"Maisie";"Gobolos";"mgobolosm@who.int";"Kota Pontianak";"KB"
"1109";"2025-05-10 04:34:28";"942";"Sepatu wanita sneakers";"4";"line_item";"1";"139000";"71";"Rita";"Crownshaw";"rcrownshawl@cnet.com";"Kota Pontianak";"KB"
"1109";"2025-05-10 04:34:28";"895";"Setelan Jas Dan Celana Pria Formal";"3";"line_item";"1";"276000";"71";"Rita";"Crownshaw";"rcrownshawl@cnet.com";"Kota Pontianak";"KB"
"1109";"2025-05-10 04:34:28";"860";"SHOEBALI Heels 021-218";"4";"line_item";"1";"215000";"71";"Rita";"Crownshaw";"rcrownshawl@cnet.com";"Kota Pontianak";"KB"
"1109";"2025-05-10 04:34:28";"713";"Tas Ransel Laptop";"1";"line_item";"1";"179000";"71";"Rita";"Crownshaw";"rcrownshawl@cnet.com";"Kota Pontianak";"KB"
"1109";"2025-05-10 04:34:28";"734";"Sweater New Suls";"2";"line_item";"1";"179000";"71";"Rita";"Crownshaw";"rcrownshawl@cnet.com";"Kota Pontianak";"KB"
"1109";"2025-05-10 04:34:28";"717";"Tas Ransel Pria";"2";"line_item";"1";"197901";"71";"Rita";"Crownshaw";"rcrownshawl@cnet.com";"Kota Pontianak";"KB"
"1109";"2025-05-10 04:34:28";"750";"Tas Sekolah Tas Anak Tk Paud Cartoon Excavator";"2";"line_item";"1";"127800";"71";"Rita";"Crownshaw";"rcrownshawl@cnet.com";"Kota Pontianak";"KB"
"1108";"2025-05-10 04:26:25";"741";"Celana Cargo Pendek Anak Laki-Laki Bahan Dusky Crinkle/Parasut";"9";"line_item";"1";"84314";"70";"Isis";"Griss";"igrissk@addtoany.com";"Kota Pontianak";"KB"
"1108";"2025-05-10 04:26:25";"971";"Celana import polos pinggang tali serut pinkdose";"2";"line_item";"1";"65000";"70";"Isis";"Griss";"igrissk@addtoany.com";"Kota Pontianak";"KB"
"1108";"2025-05-10 04:26:25";"907";"Breakside Polo Shirt Gavriel - Darkgrey Polo Shirt Pria";"8";"line_item";"1";"250000";"70";"Isis";"Griss";"igrissk@addtoany.com";"Kota Pontianak";"KB"
"1107";"2025-05-10 04:23:03";"741";"Celana Cargo Pendek Anak Laki-Laki Bahan Dusky Crinkle/Parasut";"9";"line_item";"1";"84314";"69";"Ronny";"Plews";"rplewsj@paypal.com";"Kota Pontianak";"KB"
"1107";"2025-05-10 04:23:03";"817";"MaruKids - Dexter Shirt";"3";"line_item";"1";"119000";"69";"Ronny";"Plews";"rplewsj@paypal.com";"Kota Pontianak";"KB"
"1107";"2025-05-10 04:23:03";"812";"Midi Dress Tropical Flowers";"5";"line_item";"1";"99000";"69";"Ronny";"Plews";"rplewsj@paypal.com";"Kota Pontianak";"KB"
"1107";"2025-05-10 04:23:03";"746";"MIISOO Tas Sekolah Laksana School Bag/Tas Sekolah Anak";"1";"line_item";"1";"258000";"69";"Ronny";"Plews";"rplewsj@paypal.com";"Kota Pontianak";"KB"
"1107";"2025-05-10 04:23:03";"694";"Onitsuka original mexico 66 ultimate 81 ex cream grey yellow";"2";"line_item";"1";"779000";"69";"Ronny";"Plews";"rplewsj@paypal.com";"Kota Pontianak";"KB"
"1107";"2025-05-10 04:23:03";"958";"Sepatu Sneakers Wanita";"2";"line_item";"1";"116000";"69";"Ronny";"Plews";"rplewsj@paypal.com";"Kota Pontianak";"KB"
"1106";"2025-05-10 04:21:20";"594";"Zipper Hoodie Dewasa Polos";"3";"line_item";"1";"149000";"68";"Rodge";"Winram";"rwinrami@cnn.com";"Kota Pontianak";"KB"
"1106";"2025-05-10 04:21:20";"911";"Workout Stretwear x Scribbles Tshirt Oversize Basic Dreamer pakaian pria dan wanita";"5";"line_item";"1";"86900";"68";"Rodge";"Winram";"rwinrami@cnn.com";"Kota Pontianak";"KB"
"1106";"2025-05-10 04:21:20";"915";"Zerotwentytwo T-Shirt Danane Raquat White | Kaos Pria Parodi Plesetan Lucu";"4";"line_item";"1";"175000";"68";"Rodge";"Winram";"rwinrami@cnn.com";"Kota Pontianak";"KB"
"1106";"2025-05-10 04:21:20";"543";"Wide High Jeans";"1";"line_item";"1";"499900";"68";"Rodge";"Winram";"rwinrami@cnn.com";"Kota Pontianak";"KB"
"1105";"2025-05-10 04:19:47";"954";"Celana korduroi pinggang tinggi";"3";"line_item";"1";"86601";"67";"Corrina";"Clubb";"cclubbh@marketwatch.com";"Kota Pontianak";"KB"
"1105";"2025-05-10 04:19:47";"966";"Celana Kulot Uniqllo Pants";"3";"line_item";"1";"57100";"67";"Corrina";"Clubb";"cclubbh@marketwatch.com";"Kota Pontianak";"KB"
"1105";"2025-05-10 04:19:47";"975";"Celana Panjang Highwaist Wanita";"2";"line_item";"1";"139000";"67";"Corrina";"Clubb";"cclubbh@marketwatch.com";"Kota Pontianak";"KB"
"1105";"2025-05-10 04:19:47";"536";"Celana Pendek Anak Polos fashion Santai";"3";"line_item";"1";"30500";"67";"Corrina";"Clubb";"cclubbh@marketwatch.com";"Kota Pontianak";"KB"
"1105";"2025-05-10 04:19:47";"986";"ECINOS - Philia Oversized Linen Shirt";"2";"line_item";"1";"269000";"67";"Corrina";"Clubb";"cclubbh@marketwatch.com";"Kota Pontianak";"KB"
"1105";"2025-05-10 04:19:47";"1064";"DUSHI Jonah flat - Sandal wanita teplek";"25";"line_item";"1";"75325";"67";"Corrina";"Clubb";"cclubbh@marketwatch.com";"Kota Pontianak";"KB"
"1104";"2025-05-10 04:17:23";"793";"Kebaya Encim A-Line Bordir";"5";"line_item";"1";"408500";"14";"Fairlie";"Preshaw";"fpreshawg@china.com.cn";"Kota Pontianak";"KB"
"1104";"2025-05-10 04:17:23";"767";"Kaos anak distro bahan katun premium";"3";"line_item";"1";"79800";"14";"Fairlie";"Preshaw";"fpreshawg@china.com.cn";"Kota Pontianak";"KB"
"1104";"2025-05-10 04:17:23";"891";"Lafiye Skiv Rou Scarf";"2";"line_item";"1";"169000";"14";"Fairlie";"Preshaw";"fpreshawg@china.com.cn";"Kota Pontianak";"KB"
"1104";"2025-05-10 04:17:23";"871";"Moly Bag TGIF";"3";"line_item";"1";"200000";"14";"Fairlie";"Preshaw";"fpreshawg@china.com.cn";"Kota Pontianak";"KB"
"1103";"2025-05-10 04:15:20";"942";"Sepatu wanita sneakers";"4";"line_item";"1";"139000";"66";"Klarrisa";"Calender";"kcalenderf@shinystat.com";"Kota Pontianak";"KB"
"1103";"2025-05-10 04:15:20";"895";"Setelan Jas Dan Celana Pria Formal";"3";"line_item";"1";"276000";"66";"Klarrisa";"Calender";"kcalenderf@shinystat.com";"Kota Pontianak";"KB"
"1103";"2025-05-10 04:15:20";"860";"SHOEBALI Heels 021-218";"4";"line_item";"1";"215000";"66";"Klarrisa";"Calender";"kcalenderf@shinystat.com";"Kota Pontianak";"KB"
"1103";"2025-05-10 04:15:20";"899";"Sora Plaid Blazer Lengan Panjang / Blazer Casual Wanita";"5";"line_item";"1";"240000";"66";"Klarrisa";"Calender";"kcalenderf@shinystat.com";"Kota Pontianak";"KB"
"1102";"2025-05-10 04:13:21";"856";"URBAN&CO BASIC Sandal Wanita Sendal Teplek Casual - Demi";"3";"line_item";"1";"151900";"65";"Joanie";"Mannie";"jmanniee@google.com.au";"Kota Pontianak";"KB"
"1102";"2025-05-10 04:13:21";"805";"Tunik Aruna-Seri Ice";"3";"line_item";"1";"194500";"65";"Joanie";"Mannie";"jmanniee@google.com.au";"Kota Pontianak";"KB"
"1102";"2025-05-10 04:13:21";"978";"Wispie Money Magnet Fitted Shirt";"2";"line_item";"1";"159000";"65";"Joanie";"Mannie";"jmanniee@google.com.au";"Kota Pontianak";"KB"
"1102";"2025-05-10 04:13:21";"682";"WiZi Anti UV Sport Jacket";"2";"line_item";"1";"145000";"65";"Joanie";"Mannie";"jmanniee@google.com.au";"Kota Pontianak";"KB"
"1100";"2025-05-10 04:02:09";"994";"AGE FREE Tya Bag Mini Sling Bag";"5";"line_item";"1";"179000";"64";"Olive";"O'Logan";"oologanc@imgur.com";"Kota Pontianak";"KB"
"1100";"2025-05-10 04:02:09";"1019";"AMOENE [MADE] Long Strap Dress Navy";"8";"line_item";"1";"550000";"64";"Olive";"O'Logan";"oologanc@imgur.com";"Kota Pontianak";"KB"
